playlist,id,track,artist,album,release_date,release_year,length_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Sound of Modern Rock,6DVAKtlNBXDRjtoMAwoyCI,Can You Tell,['Ra Ra Riot'],The Rhumb Line,2008-01-01,2008,162813,False,54,0.556,0.829,9,-5.9,1,0.0394,0.000986,6.91e-06,0.355,0.579,143.96
The Sound of Modern Rock,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,"[""Plain White T's""]",All That We Needed,2005-01-01,2005,232533,False,82,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971
The Sound of Modern Rock,5McXC8UIDBlBciOLyRVZ7E,One Rizla,['shame'],Songs of Praise,2018-01-12,2018,214578,False,47,0.423,0.884,11,-4.527,0,0.0424,0.000126,1.49e-05,0.0791,0.582,131.948
The Sound of Modern Rock,3ZJZjjKFxTqVGJ8QIYKMjp,She Said,['Sundara Karma'],Youth is Only Ever Fun in Retrospect,2017-07-07,2017,225653,False,54,0.422,0.949,7,-3.789,1,0.0694,0.000294,0.0,0.073,0.635,165.032
The Sound of Modern Rock,1pHP4JeQV9wDx87D6qH9hD,Here It Goes Again,['OK Go'],Oh No,2005-01-01,2005,179813,False,68,0.537,0.882,0,-2.306,1,0.0403,0.000342,9.06e-05,0.12,0.81,145.729
The Sound of Modern Rock,57i3M29DWoo7RDk0Tf0LZG,Daylight,['Matt and Kim'],Grand,2009-01-20,2009,171333,False,68,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303
The Sound of Modern Rock,4dyx5SzxPPaD8xQIid5Wjj,Young Folks,['Peter Bjorn and John'],Writer's Block,2006-01-01,2006,276693,False,80,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185
The Sound of Modern Rock,2eQOMQkStoRUQyq6HGh1iG,San Francisco,"[""The Mowgli's""]",Waiting For The Dawn,2013-01-01,2013,173093,False,57,0.307,0.847,11,-4.215,1,0.0551,0.0215,0.0,0.0783,0.34,93.072
The Sound of Modern Rock,7H5WVBQdSnJ1zmu8JoD6pg,Charlemagne,['Blossoms'],Blossoms,2016-08-05,2016,166791,False,66,0.544,0.925,9,-3.828,0,0.0406,0.00327,0.000399,0.284,0.789,101.984
The Sound of Modern Rock,1IcIqwevoobD5fWyReqt7x,Your English Is Good,['Tokyo Police Club'],Elephant Shell,2008-03-09,2008,191666,False,36,0.592,0.841,2,-4.283,1,0.0516,0.00088,0.000679,0.125,0.723,121.225
The Sound of Modern Rock,1JcGNoiwifg0MdJMVgJQYx,Get Free,['The Vines'],Highly Evolved,2002-01-01,2002,126573,False,65,0.502,0.978,7,-3.278,1,0.0649,0.000163,1.27e-06,0.287,0.603,138.811
The Sound of Modern Rock,0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,['grandson'],Blood // Water,2018-05-04,2018,216720,False,76,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029
The Sound of Modern Rock,5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,['American Authors'],"Oh, What A Life",2014-01-01,2014,194240,False,83,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012
The Sound of Modern Rock,3csQv6f167lZrD5GcSh8v5,Still Life,['The Horrors'],Skying,2011-07-06,2011,321133,False,9,0.392,0.677,7,-6.165,1,0.0281,0.00192,0.00486,0.565,0.517,170.091
The Sound of Modern Rock,4HOg84QsolNLzNp08qZ3sX,didya think,['Arlie'],Wait,2018-09-19,2018,200466,False,61,0.468,0.89,4,-2.974,1,0.0701,0.00415,1.21e-05,0.508,0.709,140.265
The Sound of Modern Rock,6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,['Simple Plan'],"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",2002-03-19,2002,198333,False,75,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065
